,ID,text,labels
6739,1342352326540066816t, Covid Vaccine MUST be first tasted in NIGERIA Or ZIMBABWE . #PutSouthAfricanFirst,rushed
1566,1283593631694295042t, That includes this Moderna vac . If they had the real key their execs wouldn ’ t be doing this . ,none
7508,1337472016367165443t,Pro - vaccination don ’ t get me wrong but will I be getting the COVID vaccine in the next year ... absolutely not,none
3307,1339154354373156865t,"Why Pfizer & its German partner BioNTech's COVID - 19 vaccine needs to be frozen . RNA's spine is a sugar ribose . Ribose can produce COVID - 19 symptoms - "" It can cause some side effects including diarrhea , stomach discomfort , nausea , headache , & low blood sugar . "" & toxic formaldehyde ",side-effect
6925,1337583548769968128t," Understand the side effects of COVID - 19 vaccines and messages from volunteers "" worst - case scenario "" No one vaccine can be side - effect free . Most vaccines deliver ' reactogenic ' side - effects ... ",side-effect
2433,1319284471640649730t," experts now wonder if recent bad #flu seasons are , in part , the direct result of mass #vaccination ; herd immunity may now be weaker , and some severe cases may be specifically caused by the #vaccine ",side-effect
2934,1339299508052774914t, Riddle me this as a man under 50 I have a 0.03 % of severe sickness or death from covid . Pfizer vaccine has a . 05 % severe adverse reaction or death and a 0.05 % zero help . That's 1.1 % vs my 0.03 % ? Why would I take it,side-effect unnecessary
3225,1335107098384891906t,"That's why I'm saying : "" Vaccine should be tested on politicians first . if they survive the vaccine is safe , if they don't then the country is safe . "" #COVAXIN",none
3272,1370598530298081282t,"Denmark , Norway , Iceland Temporarily Suspend Use Of AstraZeneca ’ s COVID - 19 Vaccine Over Blood Clot Concerns  via ",side-effect
4606,1304134850912247808t,""" Serious adverse event "" in AstraZeneca's COVID - 19 vaccine trial revealed as spinal inflammation disorder caused by toxic adjuvants -  ",ingredients side-effect
9737,1353260868226736128t, ' Vaccinating ' children ( who have a 0.0002 % risk from covid exposure & will be overwhelmingly asymptomatic ) is more about profits than health . Get the vulnerable & high risk ' vaccinated ' ( 2 doses ) . The long term effects of lockdowns will be far more devastating than #COVID19 .,pharma unnecessary
8863,1335525265775144960t,    Stick it where the sun doesn't shine . Side effects will kill more people anyway .,side-effect
9281,1376233225757065216t," Or does he know that the mass vaccination could cause virus to mutate and become more dangerous to populations that currently have little risk ? Check Dr . Mercola for blocked article , “ vaccination - must - end - now ”",side-effect
7109,1398305138650005504t," According to a report seen by the BBC , Newcastle ’ s senior coroner , Karen Dilks , has issued an interim fact - of - death certificate which lists “ a complication of AstraZeneca Covid - 19 virus vaccination ” as a consideration .",side-effect
9593,1220735240559161345t, > create superbug > create vaccine > vaccinate anyone with a social credit score over 800 > unleash superbug ,conspiracy
5972,1347156384018800643t," Was the 62 % efficacy Oxford Astra / Zeneca vaccine tested on people with COPD and / or heart disease ? If not , they have NO protection from it however cheap it is and their deaths will be YOUR responsibility",ineffective side-effect
1445,1291764101820162048t,Lower drugs yes . But not a vaccine that has the Covid - 19 virus in it . Read Creature from Jykell Island and Deep State : 50 years ... These people wants the population thinned out . Taking the vaccine could kill you any way,conspiracy ingredients side-effect
7261,1377308322789920775t,"In case it isn't obvious , this paves the way for requiring children to be vaccinated before returning to school . I am not injecting my kids with experimental crap for a virus that has no effect on them !",rushed unnecessary
1383,1352696786914336770t, 5.4 million people had a vaccine that doesn't make them immune to anything . Think about that . Unbelievable . 🤔 😄,ineffective
4810,1438657478552539140t,"major vaccine makers ( save Moderna ) have paid out tens of billions of dollars in damages for other products they brought to market when they knew those products would cause injuries and death - - see Vioxx , Bextra , Celebrex , Thalidomide and opioids as a few examples . -",side-effect
703,1335995201089925127t," The bill where if passed , they would force all New Yorkers ( including adults ) to get the COVID vaccine . Similar to how they threw 26000 children out of schools in NY after banning the religious exemption . Do you want this ? ",mandatory
7757,1365363936581849091t,"  I hate to break it to you , but people aren't getting vaccinated because they realize their immune systems are the best defense and don't want to be injected with poison . They really need to stop pushing these voodoo vaccines .",ingredients mandatory unnecessary
5633,1414659855512752131t,"#NEWS : Johnson & Johnson ’ s Covid - 19 vaccine may trigger a rare neurological condition in a small number of people who receive the vaccine , the FDA said . ",side-effect
6993,1326011248278859776t, The Pfizer vaccine is a scam . The lowdown is in this report ( vaccine section ) : ,none
1210,1299518628858155008t,"Coronavirus vaccine on track for FDA approval by end of 2020 , says Operation Warp Speed official  ( I don't give a damn ! I'm NOT taking it . - _ - )",rushed
14,1317225707068674048t,  I see your a self declared business man ? What's your conflict of interest ? Do u have shares Oxford vaccine ? Shameful to encourage vaccine with unknown longterm implications ! Encourage & support #informedchoice #informedconsent Is history repeating itself ? ,mandatory rushed
3006,1353382190768398337t,"  Most elderly people actually believe the government lies that the vaccine will "" give them their lives back "" . They are utterly betrayed .",political
9497,1374135231855407106t,"  There is something STRANGE about COVID - 19 . I think it's something that Trump created , don't believe that he ever had it , don't believe he was vacinated for it . something weird is going on , that is why a lot of Blacks are afraid of the vaccine . Trump's vaccine !",political
4752,1319989662593785856t,"   Ah the waiting for godot gambit . Still no vaccine for hiv . And the flu ' vaccine ' is ? 30 % ? effective . With a 99.5 % survival rate I'll take my chances , and proceed with caution ... ",ineffective
5393,1253100218322731015t, Not THIS human ! Just since the corona virus hit American shores it has manifested itself into at least 30 different strains . That's one of the ways smartbugs survive . There's no way to know exactly which strain this vaccine will cover . NOPE ! NOT FOR ME !,ineffective
5549,1381949245238939650t,US attack on UK vaccine escalates ! J & J single shot covid vaccine blocked in US for 6 cases of blood clots in 7 million people US agencies call for pause in Johnson & Johnson vaccine ,side-effect
7145,1311007579259252742t,   He isn't stupid enough to take an under - tested vaccine which may see him off quicker than actually getting Covid . You may be . He views the mandating of an under - tested vaccine which will not give full protection as unwarranted given the prevalence of Covid & its survival rate .,rushed
8835,1328088523753320448t," If the Covid vaccine is as effective as Pfizer claims , it should eliminate Covid as it ’ s MMR vaccine is only 88 % effective and it has eliminated those diseases save for an occasional case . Humans aren ’ t going to social distance if a disease is gone : it ’ s ridiculous .",ineffective
3275,1300050510490349570t,"I saw polls : will you take a covid vaccine ? I'm like , Yeah , but not the first ones * on the market * . Likely to be bad , wrong , or fake .",ineffective
9485,1416399083745513472t,"Eric Clapton , Ben Stein and countless others sound the alarm on the severe and deadly side effects of the Russian Roulette Covid “ vaccine ” . ",side-effect
7922,1427207394208075784t,"   My wide was in tears . When we realized we would be forced into 1st Gen vaccine . She has had , Chemo and Radiation . So worried about #CovidVaccine side - effects . Knows  is safer . We feel betrayed by our govt and clear favoritism vs science .",mandatory side-effect
1985,1262591956024274945t," There are zero Covid family vaccines , not ' different ' vaccines . It may not help all , but it's false to say it helped noone . ' Proven ' is a nonsense word , Estrogen was ' proven ' to help female heart attack victims in trials until other trials ' proved ' the opposite & it was pulled .",ineffective
659,1314403789357547521t,Oh sorry make that 40 years later . You make the call on the vaccine and COVID hysteria that ’ s happening !,side-effect
2724,1319215535624773632t," If they force vaccine cards to enter nations , what makes anyone think they won't force vaccines onto Australians ? Or anyone else in foreign nations ?",mandatory
